| SaleDate            | Amount | Salesperson         |
| 2021-02-12 00:00:00 | 3990   | Roddy Speechley     |
| 2021-02-12 00:00:00 | 1806   | Dotty Strutley      |
| 2021-02-12 00:00:00 | 10136  | Marney O'Breen      |
| 2021-02-12 00:00:00 | 1288   | Karlen McCaffrey    |
| 2021-02-12 00:00:00 | 1295   | Oby Sorrel          |
| 2021-02-12 00:00:00 | 6461   | Andria Kimpton      |
| 2021-02-12 00:00:00 | 4949   | Jehu Rudeforth      |
| 2021-02-12 00:00:00 | 5432   | Madelene Upcott     |
| 2021-02-12 00:00:00 | 7112   | Kelci Walkden       |
| 2021-02-12 00:00:00 | 266    | Karlen McCaffrey    |
| 2021-02-12 00:00:00 | 6202   | Gigi Bohling        |
| 2021-02-15 00:00:00 | 1057   | Jehu Rudeforth      |
| 2021-02-15 00:00:00 | 1925   | Kelci Walkden       |
| 2021-02-15 00:00:00 | 1841   | Wilone O'Kielt      |
| 2021-02-15 00:00:00 | 1204   | Kaine Padly         |
| 2021-02-15 00:00:00 | 4074   | Wilone O'Kielt      |
| 2021-02-15 00:00:00 | 4473   | Marney O'Breen      |
| 2021-02-15 00:00:00 | 2947   | Marney O'Breen      |
| 2021-02-15 00:00:00 | 15386  | Van Tuxwell         |
| 2021-02-15 00:00:00 | 4690   | Wilone O'Kielt      |
| 2021-02-15 00:00:00 | 343    | Roddy Speechley     |
| 2021-02-15 00:00:00 | 3052   | Dotty Strutley      |
| 2021-02-15 00:00:00 | 686    | Beverie Moffet      |
| 2021-02-15 00:00:00 | 6993   | Wilone O'Kielt      |
| 2021-02-16 00:00:00 | 5236   | Mallorie Waber      |
| 2021-02-16 00:00:00 | 8638   | Curtice Advani      |
| 2021-02-16 00:00:00 | 5712   | Kaine Padly         |
| 2021-02-16 00:00:00 | 6258   | Gunar Cockshoot     |
| 2021-02-16 00:00:00 | 3234   | Wilone O'Kielt      |
| 2021-02-16 00:00:00 | 17577  | Kelci Walkden       |
| 2021-02-16 00:00:00 | 12684  | Husein Augar        |
| 2021-02-16 00:00:00 | 1239   | Gigi Bohling        |
| 2021-02-16 00:00:00 | 3402   | Kelci Walkden       |
| 2021-02-16 00:00:00 | 11382  | Karlen McCaffrey    |
| 2021-02-16 00:00:00 | 7133   | Madelene Upcott     |
| 2021-02-17 00:00:00 | 8309   | Jehu Rudeforth      |
| 2021-02-17 00:00:00 | 1435   | Van Tuxwell         |
| 2021-02-17 00:00:00 | 3227   | Dennison Crosswaite |
| 2021-02-17 00:00:00 | 133    | Camilla Castle      |
| 2021-02-17 00:00:00 | 5446   | Gigi Bohling        |
| 2021-02-17 00:00:00 | 4424   | Karlen McCaffrey    |
| 2021-02-17 00:00:00 | 1827   | Jehu Rudeforth      |
| 2021-02-17 00:00:00 | 8232   | Wilone O'Kielt      |
| 2021-02-17 00:00:00 | 861    | Kaine Padly         |
| 2021-02-17 00:00:00 | 8099   | Barr Faughny        |
| 2021-02-17 00:00:00 | 5894   | Rafaelita Blaksland |
| 2021-02-17 00:00:00 | 8211   | Camilla Castle      |
| 2021-02-17 00:00:00 | 10360  | Kaine Padly         |
| 2021-02-17 00:00:00 | 5145   | Dotty Strutley      |
| 2021-02-17 00:00:00 | 9163   | Ches Bonnell        |
| 2021-02-17 00:00:00 | 15323  | Rafaelita Blaksland |
| 2021-02-17 00:00:00 | 7994   | Marney O'Breen      |
| 2021-02-17 00:00:00 | 6363   | Jan Morforth        |
| 2021-02-17 00:00:00 | 3262   | Oby Sorrel          |
| 2021-02-17 00:00:00 | 2793   | Gigi Bohling        |
| 2021-02-18 00:00:00 | 8491   | Rafaelita Blaksland |
| 2021-02-18 00:00:00 | 13685  | Dennison Crosswaite |
| 2021-02-18 00:00:00 | 770    | Mallorie Waber      |
| 2021-02-18 00:00:00 | 8631   | Camilla Castle      |
| 2021-02-18 00:00:00 | 4536   | Jehu Rudeforth      |
| 2021-02-18 00:00:00 | 14497  | Rafaelita Blaksland |
| 2021-02-18 00:00:00 | 7672   | Rafaelita Blaksland |
| 2021-02-18 00:00:00 | 10878  | Gunar Cockshoot     |
| 2021-02-18 00:00:00 | 12572  | Dennison Crosswaite |
| 2021-02-18 00:00:00 | 1575   | Beverie Moffet      |
| 2021-02-18 00:00:00 | 5453   | Dennison Crosswaite |
| 2021-02-18 00:00:00 | 4802   | Beverie Moffet      |
| 2021-02-19 00:00:00 | 7651   | Marney O'Breen      |
| 2021-02-19 00:00:00 | 2079   | Madelene Upcott     |
| 2021-02-19 00:00:00 | 2100   | Dennison Crosswaite |
| 2021-02-19 00:00:00 | 5278   | Camilla Castle      |
| 2021-02-19 00:00:00 | 4249   | Barr Faughny        |
| 2021-02-19 00:00:00 | 3976   | Karlen McCaffrey    |
| 2021-02-19 00:00:00 | 6951   | Oby Sorrel          |
| 2021-02-19 00:00:00 | 616    | Camilla Castle      |
| 2021-02-19 00:00:00 | 5439   | Andria Kimpton      |
| 2021-02-19 00:00:00 | 63     | Brien Boise         |
| 2021-02-19 00:00:00 | 1533   | Brien Boise         |
| 2021-02-19 00:00:00 | 3535   | Oby Sorrel          |
| 2021-02-19 00:00:00 | 2429   | Jan Morforth        |
| 2021-02-19 00:00:00 | 7119   | Gunar Cockshoot     |
| 2021-02-19 00:00:00 | 3521   | Dennison Crosswaite |
| 2021-02-19 00:00:00 | 3745   | Ches Bonnell        |
| 2021-02-19 00:00:00 | 4816   | Marney O'Breen      |
| 2021-02-19 00:00:00 | 1736   | Dennison Crosswaite |
| 2021-02-19 00:00:00 | 1099   | Rafaelita Blaksland |
| 2021-02-19 00:00:00 | 6692   | Dotty Strutley      |
| 2021-02-22 00:00:00 | 364    | Dennison Crosswaite |
| 2021-02-22 00:00:00 | 10927  | Ches Bonnell        |
| 2021-02-22 00:00:00 | 11410  | Karlen McCaffrey    |
| 2021-02-22 00:00:00 | 2443   | Roddy Speechley     |
| 2021-02-22 00:00:00 | 329    | Dotty Strutley      |
| 2021-02-22 00:00:00 | 3066   | Wilone O'Kielt      |
| 2021-02-22 00:00:00 | 567    | Beverie Moffet      |
| 2021-02-22 00:00:00 | 14721  | Dotty Strutley      |
| 2021-02-22 00:00:00 | 6986   | Andria Kimpton      |
| 2021-02-22 00:00:00 | 14112  | Curtice Advani      |
| 2021-02-22 00:00:00 | 1771   | Ches Bonnell        |
| 2021-02-22 00:00:00 | 5082   | Kelci Walkden       |
| 2021-02-22 00:00:00 | 1827   | Karlen McCaffrey    |
| 2021-02-22 00:00:00 | 182    | Madelene Upcott     |
| 2021-02-22 00:00:00 | 5369   | Ches Bonnell        |
| 2021-02-22 00:00:00 | 6034   | Curtice Advani      |
| 2021-02-22 00:00:00 | 13209  | Andria Kimpton      |
| 2021-02-22 00:00:00 | 847    | Karlen McCaffrey    |
| 2021-02-22 00:00:00 | 1015   | Jehu Rudeforth      |
| 2021-02-23 00:00:00 | 16247  | Dotty Strutley      |
| 2021-02-23 00:00:00 | 2422   | Mallorie Waber      |
| 2021-02-23 00:00:00 | 3997   | Brien Boise         |
| 2021-02-23 00:00:00 | 7182   | Roddy Speechley     |
| 2021-02-23 00:00:00 | 1246   | Mallorie Waber      |
| 2021-02-23 00:00:00 | 553    | Roddy Speechley     |
| 2021-02-23 00:00:00 | 2681   | Van Tuxwell         |
| 2021-02-23 00:00:00 | 2800   | Oby Sorrel          |
| 2021-02-23 00:00:00 | 4851   | Van Tuxwell         |
| 2021-02-23 00:00:00 | 168    | Gigi Bohling        |
| 2021-02-23 00:00:00 | 315    | Husein Augar        |
| 2021-02-23 00:00:00 | 11851  | Wilone O'Kielt      |
| 2021-02-23 00:00:00 | 3220   | Dotty Strutley      |
| 2021-02-23 00:00:00 | 11935  | Gigi Bohling        |
| 2021-02-23 00:00:00 | 12404  | Gunar Cockshoot     |
| 2021-02-24 00:00:00 | 1519   | Jehu Rudeforth      |
| 2021-02-24 00:00:00 | 10934  | Jehu Rudeforth      |
| 2021-02-24 00:00:00 | 3346   | Camilla Castle      |
| 2021-02-24 00:00:00 | 8351   | Roddy Speechley     |
| 2021-02-24 00:00:00 | 11718  | Karlen McCaffrey    |
| 2021-02-24 00:00:00 | 2681   | Rafaelita Blaksland |
| 2021-02-24 00:00:00 | 6188   | Jehu Rudeforth      |
| 2021-02-24 00:00:00 | 10941  | Husein Augar        |
| 2021-02-24 00:00:00 | 3647   | Husein Augar        |
| 2021-02-25 00:00:00 | 2436   | Van Tuxwell         |
| 2021-02-25 00:00:00 | 896    | Husein Augar        |
| 2021-02-25 00:00:00 | 3808   | Wilone O'Kielt      |
| 2021-02-25 00:00:00 | 10920  | Wilone O'Kielt      |
| 2021-02-25 00:00:00 | 4186   | Jan Morforth        |
| 2021-02-25 00:00:00 | 6797   | Roddy Speechley     |
| 2021-02-25 00:00:00 | 4319   | Roddy Speechley     |
| 2021-02-25 00:00:00 | 1673   | Marney O'Breen      |
| 2021-02-25 00:00:00 | 735    | Oby Sorrel          |
| 2021-02-25 00:00:00 | 2632   | Oby Sorrel          |
| 2021-02-25 00:00:00 | 2030   | Wilone O'Kielt      |
| 2021-02-25 00:00:00 | 1169   | Gunar Cockshoot     |
| 2021-02-25 00:00:00 | 3703   | Andria Kimpton      |
| 2021-02-25 00:00:00 | 805    | Barr Faughny        |
| 2021-02-25 00:00:00 | 406    | Van Tuxwell         |
| 2021-02-25 00:00:00 | 3591   | Oby Sorrel          |
| 2021-02-25 00:00:00 | 5551   | Oby Sorrel          |
| 2021-02-25 00:00:00 | 3605   | Roddy Speechley     |
| 2021-02-25 00:00:00 | 6356   | Andria Kimpton      |
| 2021-02-25 00:00:00 | 602    | Roddy Speechley     |
| 2021-02-26 00:00:00 | 7042   | Van Tuxwell         |
| 2021-02-26 00:00:00 | 2968   | Jehu Rudeforth      |
| 2021-02-26 00:00:00 | 294    | Brien Boise         |
| 2021-02-26 00:00:00 | 6363   | Gigi Bohling        |
| 2021-02-26 00:00:00 | 280    | Andria Kimpton      |
| 2021-02-26 00:00:00 | 406    | Husein Augar        |
| 2021-02-26 00:00:00 | 4144   | Madelene Upcott     |
| 2021-02-26 00:00:00 | 5341   | Ches Bonnell        |
| 2021-02-26 00:00:00 | 2947   | Rafaelita Blaksland |
| 2021-02-26 00:00:00 | 12026  | Dennison Crosswaite |
| 2021-02-26 00:00:00 | 3983   | Brien Boise         |
| 2021-02-26 00:00:00 | 1792   | Wilone O'Kielt      |
| 2021-02-26 00:00:00 | 1526   | Barr Faughny        |
| 2021-02-26 00:00:00 | 5313   | Oby Sorrel          |
| 2021-02-26 00:00:00 | 7728   | Ches Bonnell        |
| 2021-02-26 00:00:00 | 413    | Marney O'Breen      |
| 2021-02-26 00:00:00 | 4431   | Mallorie Waber      |
| 2021-02-26 00:00:00 | 1036   | Gunar Cockshoot     |
| 2021-02-26 00:00:00 | 217    | Mallorie Waber      |
| 2021-02-26 00:00:00 | 7616   | Kelci Walkden       |
| 2021-02-26 00:00:00 | 11900  | Karlen McCaffrey    |
| 2021-02-26 00:00:00 | 10437  | Camilla Castle      |
| 2021-03-01 00:00:00 | 5691   | Madelene Upcott     |
| 2021-03-01 00:00:00 | 5397   | Jehu Rudeforth      |
| 2021-03-01 00:00:00 | 3276   | Ches Bonnell        |
| 2021-03-01 00:00:00 | 4102   | Andria Kimpton      |
| 2021-03-01 00:00:00 | 476    | Dennison Crosswaite |
| 2021-03-01 00:00:00 | 4858   | Dotty Strutley      |
| 2021-03-01 00:00:00 | 7259   | Andria Kimpton      |
| 2021-03-02 00:00:00 | 6209   | Ches Bonnell        |
| 2021-03-02 00:00:00 | 12390  | Andria Kimpton      |
| 2021-03-02 00:00:00 | 686    | Oby Sorrel          |
| 2021-03-02 00:00:00 | 9030   | Madelene Upcott     |
| 2021-03-02 00:00:00 | 5376   | Dotty Strutley      |
| 2021-03-02 00:00:00 | 2898   | Roddy Speechley     |
| 2021-03-02 00:00:00 | 18900  | Barr Faughny        |
| 2021-03-02 00:00:00 | 5082   | Madelene Upcott     |
| 2021-03-02 00:00:00 | 2016   | Marney O'Breen      |
| 2021-03-02 00:00:00 | 847    | Brien Boise         |
| 2021-03-03 00:00:00 | 4200   | Brien Boise         |
| 2021-03-03 00:00:00 | 17577  | Gunar Cockshoot     |
| 2021-03-03 00:00:00 | 861    | Andria Kimpton      |
| 2021-03-03 00:00:00 | 3829   | Gunar Cockshoot     |
| 2021-03-03 00:00:00 | 1155   | Barr Faughny        |
| 2021-03-03 00:00:00 | 11123  | Beverie Moffet      |
| 2021-03-03 00:00:00 | 8505   | Jehu Rudeforth      |
| 2021-03-03 00:00:00 | 4130   | Gigi Bohling        |
| 2021-03-03 00:00:00 | 420    | Dotty Strutley      |
| 2021-03-03 00:00:00 | 994    | Kaine Padly         |
| 2021-03-03 00:00:00 | 3689   | Jan Morforth        |
| 2021-03-03 00:00:00 | 13195  | Marney O'Breen      |
| 2021-03-04 00:00:00 | 6545   | Karlen McCaffrey    |
| 2021-03-04 00:00:00 | 9982   | Wilone O'Kielt      |
| 2021-03-04 00:00:00 | 6363   | Mallorie Waber      |
| 2021-03-04 00:00:00 | 14336  | Wilone O'Kielt      |
| 2021-03-04 00:00:00 | 7063   | Roddy Speechley     |
| 2021-03-04 00:00:00 | 5551   | Rafaelita Blaksland |
| 2021-03-04 00:00:00 | 448    | Gigi Bohling        |
| 2021-03-05 00:00:00 | 9121   | Husein Augar        |
| 2021-03-05 00:00:00 | 6258   | Wilone O'Kielt      |
| 2021-03-05 00:00:00 | 10752  | Oby Sorrel          |
| 2021-03-05 00:00:00 | 12411  | Ches Bonnell        |
| 2021-03-05 00:00:00 | 308    | Husein Augar        |
| 2021-03-05 00:00:00 | 10689  | Camilla Castle      |
| 2021-03-05 00:00:00 | 448    | Wilone O'Kielt      |
| 2021-03-05 00:00:00 | 4410   | Husein Augar        |
| 2021-03-08 00:00:00 | 6265   | Kelci Walkden       |
| 2021-03-08 00:00:00 | 7301   | Gigi Bohling        |
| 2021-03-08 00:00:00 | 4802   | Gunar Cockshoot     |
| 2021-03-08 00:00:00 | 1358   | Dotty Strutley      |
| 2021-03-08 00:00:00 | 1610   | Mallorie Waber      |
| 2021-03-08 00:00:00 | 63     | Gunar Cockshoot     |
| 2021-03-08 00:00:00 | 161    | Gigi Bohling        |
| 2021-03-08 00:00:00 | 1246   | Dennison Crosswaite |
| 2021-03-08 00:00:00 | 49     | Kelci Walkden       |
| 2021-03-08 00:00:00 | 4032   | Andria Kimpton      |
| 2021-03-08 00:00:00 | 1085   | Madelene Upcott     |
| 2021-03-08 00:00:00 | 4347   | Brien Boise         |
| 2021-03-08 00:00:00 | 7084   | Kelci Walkden       |
| 2021-03-08 00:00:00 | 5383   | Jan Morforth        |
| 2021-03-08 00:00:00 | 1351   | Curtice Advani      |
| 2021-03-08 00:00:00 | 3591   | Beverie Moffet      |
| 2021-03-08 00:00:00 | 1540   | Jan Morforth        |
| 2021-03-08 00:00:00 | 9884   | Jehu Rudeforth      |
| 2021-03-08 00:00:00 | 9415   | Madelene Upcott     |
| 2021-03-08 00:00:00 | 1778   | Dennison Crosswaite |
| 2021-03-08 00:00:00 | 8120   | Rafaelita Blaksland |
| 2021-03-08 00:00:00 | 2849   | Van Tuxwell         |
| 2021-03-08 00:00:00 | 2408   | Jan Morforth        |
| 2021-03-08 00:00:00 | 12075  | Kaine Padly         |
| 2021-03-08 00:00:00 | 2730   | Curtice Advani      |
| 2021-03-09 00:00:00 | 1778   | Beverie Moffet      |
| 2021-03-09 00:00:00 | 4725   | Madelene Upcott     |
| 2021-03-09 00:00:00 | 6405   | Jan Morforth        |
| 2021-03-09 00:00:00 | 2674   | Gunar Cockshoot     |
| 2021-03-09 00:00:00 | 5908   | Roddy Speechley     |
| 2021-03-09 00:00:00 | 7301   | Roddy Speechley     |
| 2021-03-09 00:00:00 | 154    | Roddy Speechley     |
| 2021-03-09 00:00:00 | 343    | Karlen McCaffrey    |
| 2021-03-09 00:00:00 | 14903  | Gunar Cockshoot     |
| 2021-03-09 00:00:00 | 5390   | Rafaelita Blaksland |
| 2021-03-09 00:00:00 | 553    | Andria Kimpton      |
| 2021-03-09 00:00:00 | 7266   | Van Tuxwell         |
| 2021-03-09 00:00:00 | 8792   | Dotty Strutley      |
| 2021-03-09 00:00:00 | 8967   | Gigi Bohling        |
| 2021-03-09 00:00:00 | 3661   | Roddy Speechley     |
| 2021-03-10 00:00:00 | 1344   | Jan Morforth        |
| 2021-03-10 00:00:00 | 10262  | Kelci Walkden       |
| 2021-03-10 00:00:00 | 4480   | Gunar Cockshoot     |
| 2021-03-10 00:00:00 | 7784   | Mallorie Waber      |
| 2021-03-10 00:00:00 | 19054  | Barr Faughny        |
| 2021-03-10 00:00:00 | 23268  | Rafaelita Blaksland |
| 2021-03-11 00:00:00 | 3885   | Ches Bonnell        |
| 2021-03-11 00:00:00 | 7147   | Rafaelita Blaksland |
| 2021-03-11 00:00:00 | 4571   | Beverie Moffet      |
| 2021-03-11 00:00:00 | 7973   | Van Tuxwell         |
| 2021-03-11 00:00:00 | 6055   | Kaine Padly         |
| 2021-03-11 00:00:00 | 847    | Andria Kimpton      |
| 2021-03-11 00:00:00 | 4914   | Ches Bonnell        |
| 2021-03-11 00:00:00 | 1358   | Dennison Crosswaite |
| 2021-03-11 00:00:00 | 1428   | Barr Faughny        |
| 2021-03-11 00:00:00 | 8764   | Dotty Strutley      |
| 2021-03-11 00:00:00 | 10472  | Camilla Castle      |
| 2021-03-11 00:00:00 | 1960   | Jehu Rudeforth      |
| 2021-03-11 00:00:00 | 10171  | Gunar Cockshoot     |
| 2021-03-11 00:00:00 | 8253   | Wilone O'Kielt      |
| 2021-03-11 00:00:00 | 9534   | Barr Faughny        |
| 2021-03-11 00:00:00 | 5936   | Beverie Moffet      |
| 2021-03-12 00:00:00 | 154    | Barr Faughny        |
| 2021-03-12 00:00:00 | 5663   | Ches Bonnell        |
| 2021-03-12 00:00:00 | 11298  | Andria Kimpton      |
| 2021-03-12 00:00:00 | 1309   | Beverie Moffet      |
| 2021-03-12 00:00:00 | 3815   | Gunar Cockshoot     |
| 2021-03-12 00:00:00 | 385    | Van Tuxwell         |
| 2021-03-12 00:00:00 | 315    | Madelene Upcott     |
| 2021-03-12 00:00:00 | 11823  | Curtice Advani      |
| 2021-03-12 00:00:00 | 2891   | Gunar Cockshoot     |
| 2021-03-12 00:00:00 | 5278   | Jehu Rudeforth      |
| 2021-03-12 00:00:00 | 8036   | Oby Sorrel          |
| 2021-03-12 00:00:00 | 2940   | Mallorie Waber      |
| 2021-03-12 00:00:00 | 8309   | Dennison Crosswaite |
| 2021-03-12 00:00:00 | 1820   | Karlen McCaffrey    |
| 2021-03-12 00:00:00 | 1393   | Ches Bonnell        |
| 2021-03-12 00:00:00 | 6440   | Dennison Crosswaite |
| 2021-03-12 00:00:00 | 2275   | Kaine Padly         |
| 2021-03-12 00:00:00 | 3941   | Barr Faughny        |
| 2021-03-12 00:00:00 | 49     | Van Tuxwell         |
| 2021-03-12 00:00:00 | 3346   | Madelene Upcott     |
| 2021-03-15 00:00:00 | 4592   | Dotty Strutley      |
| 2021-03-15 00:00:00 | 8862   | Mallorie Waber      |
| 2021-03-15 00:00:00 | 9590   | Jehu Rudeforth      |
| 2021-03-15 00:00:00 | 7175   | Wilone O'Kielt      |
| 2021-03-15 00:00:00 | 2534   | Husein Augar        |
| 2021-03-15 00:00:00 | 1162   | Dennison Crosswaite |
| 2021-03-15 00:00:00 | 7042   | Brien Boise         |
| 2021-03-15 00:00:00 | 7392   | Curtice Advani      |
| 2021-03-15 00:00:00 | 371    | Roddy Speechley     |
| 2021-03-16 00:00:00 | 7728   | Van Tuxwell         |
| 2021-03-16 00:00:00 | 518    | Oby Sorrel          |
| 2021-03-16 00:00:00 | 8547   | Ches Bonnell        |
| 2021-03-16 00:00:00 | 4018   | Kelci Walkden       |
| 2021-03-16 00:00:00 | 6118   | Mallorie Waber      |
| 2021-03-16 00:00:00 | 1582   | Karlen McCaffrey    |
| 2021-03-16 00:00:00 | 3626   | Van Tuxwell         |
| 2021-03-16 00:00:00 | 8981   | Madelene Upcott     |
| 2021-03-16 00:00:00 | 3304   | Ches Bonnell        |
| 2021-03-16 00:00:00 | 6076   | Gunar Cockshoot     |
| 2021-03-16 00:00:00 | 12530  | Wilone O'Kielt      |
| 2021-03-16 00:00:00 | 3675   | Dennison Crosswaite |
| 2021-03-16 00:00:00 | 434    | Kelci Walkden       |
| 2021-03-16 00:00:00 | 5509   | Brien Boise         |
| 2021-03-16 00:00:00 | 10843  | Barr Faughny        |
| 2021-03-16 00:00:00 | 7623   | Barr Faughny        |
| 2021-03-16 00:00:00 | 7623   | Barr Faughny        |
| 2021-03-17 00:00:00 | 6573   | Barr Faughny        |
| 2021-03-17 00:00:00 | 2520   | Gigi Bohling        |
| 2021-03-17 00:00:00 | 910    | Wilone O'Kielt      |
| 2021-03-17 00:00:00 | 5397   | Roddy Speechley     |
| 2021-03-17 00:00:00 | 4263   | Marney O'Breen      |
| 2021-03-17 00:00:00 | 7637   | Beverie Moffet      |
| 2021-03-17 00:00:00 | 15239  | Husein Augar        |
| 2021-03-17 00:00:00 | 7840   | Van Tuxwell         |
| 2021-03-17 00:00:00 | 1302   | Marney O'Breen      |
| 2021-03-17 00:00:00 | 3192   | Marney O'Breen      |
| 2021-03-17 00:00:00 | 4312   | Van Tuxwell         |
| 2021-03-17 00:00:00 | 6258   | Madelene Upcott     |
| 2021-03-17 00:00:00 | 7931   | Gigi Bohling        |
| 2021-03-17 00:00:00 | 2576   | Beverie Moffet      |
| 2021-03-17 00:00:00 | 623    | Gunar Cockshoot     |
| 2021-03-17 00:00:00 | 7567   | Oby Sorrel          |
| 2021-03-18 00:00:00 | 6363   | Jan Morforth        |
| 2021-03-18 00:00:00 | 1645   | Dennison Crosswaite |
| 2021-03-18 00:00:00 | 12740  | Camilla Castle      |
| 2021-03-18 00:00:00 | 6755   | Karlen McCaffrey    |
| 2021-03-18 00:00:00 | 13321  | Kelci Walkden       |
| 2021-03-18 00:00:00 | 1078   | Andria Kimpton      |
| 2021-03-18 00:00:00 | 13104  | Dotty Strutley      |
| 2021-03-18 00:00:00 | 10241  | Kaine Padly         |
| 2021-03-19 00:00:00 | 1904   | Beverie Moffet      |
| 2021-03-19 00:00:00 | 4116   | Kelci Walkden       |
| 2021-03-19 00:00:00 | 1302   | Andria Kimpton      |
| 2021-03-19 00:00:00 | 4606   | Gunar Cockshoot     |
| 2021-03-19 00:00:00 | 8526   | Camilla Castle      |
| 2021-03-22 00:00:00 | 13832  | Beverie Moffet      |
| 2021-03-22 00:00:00 | 10962  | Gunar Cockshoot     |
| 2021-03-22 00:00:00 | 5383   | Wilone O'Kielt      |
| 2021-03-22 00:00:00 | 2856   | Camilla Castle      |
| 2021-03-22 00:00:00 | 2954   | Beverie Moffet      |
| 2021-03-22 00:00:00 | 14385  | Gigi Bohling        |
| 2021-03-22 00:00:00 | 10346  | Brien Boise         |
| 2021-03-22 00:00:00 | 1568   | Roddy Speechley     |
| 2021-03-22 00:00:00 | 3682   | Husein Augar        |
| 2021-03-22 00:00:00 | 5544   | Dennison Crosswaite |
| 2021-03-22 00:00:00 | 252    | Dennison Crosswaite |
| 2021-03-22 00:00:00 | 6230   | Curtice Advani      |
| 2021-03-23 00:00:00 | 3724   | Kelci Walkden       |
| 2021-03-23 00:00:00 | 5544   | Dennison Crosswaite |
| 2021-03-23 00:00:00 | 8624   | Barr Faughny        |
| 2021-03-23 00:00:00 | 4627   | Rafaelita Blaksland |
| 2021-03-23 00:00:00 | 13237  | Barr Faughny        |
| 2021-03-23 00:00:00 | 3143   | Ches Bonnell        |
| 2021-03-23 00:00:00 | 8631   | Jehu Rudeforth      |
| 2021-03-23 00:00:00 | 4886   | Curtice Advani      |
| 2021-03-23 00:00:00 | 5012   | Madelene Upcott     |
| 2021-03-23 00:00:00 | 7847   | Oby Sorrel          |
| 2021-03-24 00:00:00 | 2709   | Barr Faughny        |
| 2021-03-24 00:00:00 | 8918   | Oby Sorrel          |
| 2021-03-24 00:00:00 | 11942  | Dennison Crosswaite |
| 2021-03-24 00:00:00 | 19173  | Ches Bonnell        |
| 2021-03-24 00:00:00 | 2590   | Marney O'Breen      |
| 2021-03-24 00:00:00 | 2555   | Marney O'Breen      |
| 2021-03-24 00:00:00 | 861    | Brien Boise         |
